name,date,rate,type,director,cast,country
红色星球 ,11/06/2000,6.5,"动作, 科幻, 惊悚",安东尼·霍夫曼,"方·基默, 凯瑞, 安·莫斯, 汤姆·塞兹摩尔, 本杰明·布拉特, 西蒙·贝克, 特伦斯·斯坦普, 内尔·洛斯", 美国 / 澳大利亚
艾利之书 ,01/15/2010,6.7,"剧情, 动作, 冒险","艾尔伯特·休斯, 艾伦·休斯","丹泽尔·华盛顿, 加里·奥德曼, 米拉·库尼斯, 詹妮弗·比尔斯, 迈克尔·刚本, 雷·史蒂文森, 汤姆·威兹", 美国
马克思·佩恩 ,10/17/2008,5.5,"剧情, 动作, 悬疑, 惊悚, 犯罪",约翰·摩尔,"马克·沃尔伯格, 米拉·库尼斯, 博·布里奇斯, 克里斯·奥唐纳, 唐纳尔·罗格, 欧嘉·柯瑞兰寇, 阿莫里·诺拉斯科", 美国 / 加拿大
魔兽战场 ,07/11/2008,5.8,"动作, 科幻, 冒险",霍华德·麦凯恩,"吉姆·卡维泽, 索菲娅·迈尔斯, 杰克·休斯顿, 约翰·赫特, 艾丹·迪瓦恩, 朗·普尔曼, 詹姆斯·普雷斯顿, 罗杰斯, 莫拉利亚·奥斯丁, 泰德·路德齐克, 西蒙·诺斯伍德, 托德·施罗德, 里卡多·霍约斯", 美国 / 德国
昆池岩 ,03/28/2018,6.2,恐怖,郑凡植,"魏化俊, 朴智炫, 吴雅妍, 文艺媛, 朴成焄, 刘帝允, 李承旭", 韩国
犬之岛 ,04/20/2018,8.3,"喜剧, 动画, 冒险",韦斯·安德森,"布莱恩·科兰斯顿, 爱德华·诺顿, 科宇·兰金, 列维·施瑞博尔, 比尔·默瑞, 杰夫·高布伦, 鲍勃·巴拉班, 野村训市, 格蕾塔·葛韦格, 斯嘉丽·约翰逊, 蒂尔达·斯文顿, 弗兰西斯·麦克多蒙德, 罗曼·科波拉, 卡拉·海沃德, 高山明, 伊藤晃, 哈威·凯特尔, 默里·亚伯拉罕, 小野洋子, 渡边谦, 夏木真理, 费舍·史蒂芬斯, 村上虹郎, 考特尼·万斯, 安杰丽卡·休斯顿, 野田洋次郎, 山田孝之, 秋元梢, 松田翔太, 松田龙平, 池田依来沙, 杰克·莱恩, 育乃介, 儿玉太智, 卡琳·奥克索, 弗兰克·伍德, 爱德华·博奇", 美国 / 德国
撞死了一只羊,04/26/2019,7.2,剧情,万玛才旦,"金巴, 更登彭措, 索朗旺姆", 中国大陆
过春天,03/15/2019,7.7,剧情,白雪,"黄尧, 孙阳, 汤加文, 倪虹洁, 江美仪, 廖启智, 焦刚", 中国大陆
花牌情缘,03/17/2018,7.9,剧情,小泉德宏,"广濑铃, 野村周平, 新田真剑佑, 上白石萌音, 矢本悠马, 森永悠希, 清水寻也, 优希美青, 佐野勇斗, 清原果耶, 松冈茉优, 贺来贤人, 松田美由纪, 国村隼", 日本
我的冠军男友 ,02/22/2018,7.4,"剧情, 爱情, 同性, 运动",马塞尔·吉斯莱,"麦克斯·胡巴赫, 艾伦·阿尔塔拉斯, 杰西·莫拉维克, 朱格·普拉斯, 多诺·穆格勒, 安德烈亚斯·马蒂, 希尔温·阿米尼, 法比齐奥·波萨尼, 朱利安·科奇林, 加布里埃尔·诺亚, 马瑞尔, 施塔隆·安德森, 乔利斯·格拉沃尔", 瑞士
诡怪疑云 ,10/27/2017,6.7,恐怖,德米安·鲁格纳,"阿里埃尔·查瓦里亚, 马克西米利亚诺·吉安尼, 诺贝托·冈萨罗", 阿根廷
超时空接触 ,07/11/1997,8.4,"剧情, 科幻, 悬疑, 惊悚",罗伯特·泽米吉斯,"吉娜·马隆, 大卫·摩斯, 朱迪·福斯特, 杰弗里·布莱克, 威廉·菲克纳, 蒂莫西·麦克尼尔, 马修·麦康纳, 汤姆·斯凯里特, 亨利斯·特罗齐尔, 马克斯·马蒂尼, 拉里·金, 詹姆斯·伍兹, 安吉拉·贝塞特, 玛丽亚·克莱斯特, 阿拉拉斯, 杰·雷诺, 安·德鲁扬, 罗伯·劳, 杰克·布塞, 约翰·赫特, 大卫·圣, 詹姆斯, 斯蒂芬·福特, 菲利普·贝格龙, 马克·麦考利, 塔克·斯莫尔伍德, 冈本玉二, 格里·格里芬, 亚历克斯·维多夫, 罗宾·甘梅尔, 克里斯托弗·瑞安, 温特斯, 尼尔·阿姆斯特朗, 马克·贝利, 克里斯托弗·波耶尔, 比尔·克林顿", 美国
斯巴达300勇士 ,12/09/2006,7.8,"动作, 历史, 战争",扎克·施奈德,"杰拉德·巴特勒, 琳娜·海蒂, 多米尼克·韦斯特, 大卫·文翰, 文森特·里根, 迈克尔·法斯宾德, 汤姆·威斯多姆, 安德鲁·普利文, 安德鲁·蒂曼, 罗德里戈·桑托罗, 凯利·克雷格, 泰勒·内策尔, 提姆·康纳利, 玛丽·朱莉叶, 里夫斯特, 彼得·门萨, 亚瑟·霍尔顿, 丹尼斯·圣约翰, 尼尔·纳皮尔, 戴兰·史密斯, 毛里齐奥·泰拉扎诺, 夸西·宋桂, 安德鲁·舍夫, 罗宾·威尔科克, 蒂龙·本斯金, 罗伯特·梅耶, 帕特里克·萨邦圭, 加里·, 赫克, 达伦·萨赫拉维, 马克·托蒂尔, 阿格涅丝卡·乌诺洛斯卡, 迈克尔·西奈尔尼科夫", 美国
风云,12/09/2009,5.0,"动作, 奇幻, 冒险","彭顺, 彭发","郭富城, 郑伊健, 蔡卓妍, 唐嫣, 谢霆锋, 任达华, 何家劲, 谭耀文, 林雪", 中国香港 / 中国大陆
驱魔人 ,12/26/1973,7.6,恐怖,威廉·弗莱德金,"艾伦·伯斯汀, 马克斯·冯, 叙多夫, 李·科布, 琳达·布莱尔, 杰森·米勒", 美国
杀出个黎明 ,01/19/1996,7.5,"动作, 恐怖, 犯罪",罗伯特·罗德里格兹,"乔治·克鲁尼, 昆汀·塔伦蒂诺, 哈威·凯特尔, 朱丽叶特·刘易斯, 萨尔玛·海耶克, 迈克尔·帕克斯, 丹尼·特雷霍", 美国
恐怖解剖室 ,04/18/2008,6.3,"惊悚, 犯罪",马克·施科尔曼,"米洛·文堤米利亚, 迈克尔·温斯顿, 艾莉莎·米兰诺, 劳伦·李, 史密斯", 美国
赏金杀手 ,09/06/2013,5.3,"动作, 科幻, 惊悚",,"马修·马斯登, 克里斯塔娜·洛肯, 克里斯蒂安·皮特雷, 巴拉克·哈德利, 亚布拉哈姆·本鲁比, 加里·布塞, 比佛莉·德安姬罗, 凯文·麦克纳利, 阿丽夏·维加", 美国
壮志凌云 ,05/16/1986,7.7,动作,托尼·斯科特,"汤姆·克鲁斯, 凯莉·麦吉利斯, 方·基默, 安东尼·爱德华兹, 汤姆·斯凯里特, 迈克尔·艾恩塞德, 约翰·斯托克韦尔, 里克·罗索维奇, 蒂姆·罗宾斯, 小克拉伦斯·吉尔亚德, 维普哈布莱, 詹姆斯·托根, 梅格·瑞恩, 亚德里安·帕斯达", 美国
潜伏者 ,07/15/2016,7.0,"剧情, 传记, 犯罪",布拉德·福尔曼,"布莱恩·科兰斯顿, 黛安·克鲁格, 本杰明·布拉特, 埃伦娜·安纳亚, 鲁本·奥查迪亚诺, 马克·霍尔登, 米切尔·马伦, 宾利·卡鲁", 英国
午夜逃亡 ,02/12/2016,5.9,"剧情, 科幻, 冒险",杰夫·尼克尔斯,"迈克尔·珊农, 乔尔·埃哲顿, 克斯汀·邓斯特, 亚当·德赖弗, 杰登·马泰尔, 山姆·夏普德, 斯科特·黑兹, 比尔·坎普, 保罗·斯帕克斯, 丹娜·格瑞尔, 韦恩·佩雷, 詹姆斯·杜蒙特, 比利·斯洛特, 加雷特·海因斯, 肖恩·布里吉格斯", 美国
独行杀手 ,10/25/1967,8.4,"剧情, 悬疑, 惊悚, 犯罪","让, 皮埃尔·梅尔维尔","阿兰·德龙, 弗朗索瓦·佩里埃, 娜塔丽·德隆, 凯茜·罗齐尔", 法国 / 意大利
给爸爸的信 ,02/18/1995,7.9,"剧情, 动作, 犯罪",元奎,"李连杰, 梅艳芳, 谢苗, 于荣光, 刘松仁, 柯受良", 中国香港 / 中国大陆
警察有约,12/27/2003,7.4,"喜剧, 爱情",徐耿,"夏雨, 梁静, 伍宇娟, 沈丹萍, 袁立, 李明启, 丁嘉丽, 贺小书, 剧雪, 李湘, 马晓晴, 谢雨欣, 许亚军, 雪村, 杨立新, 袁泉", 中国大陆
波拉特 ,11/03/2006,7.4,喜剧,拉里·查尔斯,"萨莎·拜伦, 科恩, 肯·戴维蒂安, 路奈尔·坎贝尔, 帕米拉·安德森, 简·帕雷特, 鲍勃·巴尔", 美国 / 英国
金牌制作人 ,12/25/2005,7.1,"喜剧, 歌舞",苏珊·史特罗曼,"内森·连恩, 马修·布罗德里克, 乌玛·瑟曼, 威尔·法瑞尔", 美国
断箭 ,10/09/2011,7.8,剧情,郑智泳,"安圣基, 朴元尚, 金智昊, 金芝荷", 韩国
埋伏,01/14/1997,7.8,"剧情, 喜剧","黄建新, 杨亚洲","冯巩, 江珊, 滕汝骏, 张嘉益, 牛振华, 师小红, 郭冬临, 林海海, 赵秀云, 陈好, 刘峻岭, 姚英华", 中国大陆
喋血双雄 ,07/06/1989,8.4,"剧情, 动作, 惊悚, 犯罪",吴宇森,"周润发, 李修贤, 叶倩文, 曾江, 朱江, 成奎安, 黄光亮", 中国香港
虎兄虎弟 ,04/07/2004,8.6,"剧情, 冒险","让, 雅克·阿诺","盖·皮尔斯, 让, 克洛德·德雷菲斯, 弗莱迪·海默, 阮勇, 菲利平·勒鲁瓦, 博利约, 茂萨·马斯克里, 斯蒂芬妮·拉格拉德, 戴维·甘特, 诺扎·夸德拉, 朱丽叶·霍兰德, 博·高缇耶, 代·克莫尔, 克里斯托夫·谢松", 法国 / 英国
异形3 ,05/22/1992,7.2,"动作, 科幻, 恐怖",大卫·芬奇,"西格妮·韦弗, 查尔斯·达顿, 查尔斯·丹斯, 保罗·麦甘恩, 布莱恩·格洛弗, 拉尔夫·布朗, 丹尼·韦伯, 克里斯托弗·约翰, 菲尔兹, 霍特·麦克卡兰尼, 兰斯·亨利克森, 克里斯托弗·法里班克", 美国
深藏不露 ,07/01/2002,8.3,短片,,杰瑞米·西斯托, 美国
12勇士 ,01/19/2018,6.8,"剧情, 动作, 历史, 战争",尼科莱·弗格西格,"克里斯·海姆斯沃斯, 迈克尔·珊农, 迈克尔·佩纳, 纳维德·内加班, 崔凡特·罗兹, 吉欧夫·斯图兹, 萨德·拉金比尔, 奥斯汀·赫伯特, 奥斯汀·斯托维尔, 本·奥图尔, 肯尼斯·米勒, 肯尼·谢尔德, 杰克·凯西, 罗伯·里格尔, 威廉·菲克纳, 阿希亚·曼达维, 埃尔莎·帕塔奇, 玛丽·瓦根曼, 劳伦·迈尔斯, 阿利森·金, 莱斯·纳克里, 法希姆·法兹利, 纽曼·阿卡, 塞斯·艾德金斯, 泰勒·谢里丹", 美国
,04/29/2011,5.8,"剧情, 悬疑, 惊悚, 犯罪",彭顺,"郭富城, 廖启智, 徐正溪, 龚蓓苾, 张兆辉, 王梓一, 谭耀文, 林司敏, 李蕴, 何浚尉", 中国香港 / 中国大陆
疯狂的心 ,12/11/2009,7.6,"剧情, 爱情, 音乐",斯科特·库珀,"杰夫·布里吉斯, 玛吉·吉伦哈尔, 科林·法瑞尔, 罗伯特·杜瓦尔, 大卫·曼扎纳雷斯, 贝丝·格兰特, 汤姆·鲍尔, 安妮·科利, 詹姆斯·基恩, 安娜·菲利克斯, 保罗·赫尔曼, 瑞恩·宾汉姆, 里克·岱尔, 黛布瑞安娜·曼西尼, 杰瑞·汉迪, 杰克·内辛, 瑞尔·亚当森, 迈克尔·奥利瓦", 美国
超验骇客 ,04/18/2014,6.6,"动作, 爱情, 科幻",沃利·菲斯特,"约翰尼·德普, 丽贝卡·豪尔, 保罗·贝坦尼, 基里安·墨菲, 凯特·玛拉, 科尔·豪瑟, 摩根·弗里曼, 小克利夫顿·克林斯, 科里·哈德里克, 法尔克·亨特切尔, 乔什·斯图沃特, 山德·贝克利", 美国 / 中国大陆 / 英国
蝙蝠侠,10/18/2011,8.2,"剧情, 动作, 动画, 犯罪","刘山姆, 劳伦·蒙哥马利",, 美国
侏罗纪公园3 ,01/23/2002,7.3,"动作, 科幻, 惊悚, 冒险",乔·庄斯顿,"山姆·尼尔, 威廉姆·, 梅西, 蒂娅·里欧妮, 亚历桑德罗·尼沃拉, 特拉沃·摩根, 迈克尔·杰特, 约翰·迪尔, 劳拉·邓恩, 泰勒·尼科斯, 马克·哈雷利克, 胡里奥·奥斯卡, 门乔索, 布莱克·迈克尔, 布莱恩, 萨拉·丹尼尔, 马迪森, 琳达·朴, 布鲁斯·, 扬", 美国
惊声尖叫2 ,12/12/1997,6.4,"悬疑, 恐怖, 犯罪",韦斯·克雷文,"内芙·坎贝尔, 杰米·肯尼迪, 柯特妮·考克斯, 列维·施瑞博尔, 贾达·萍克, 史密斯, 海瑟·格拉汉姆, 莎拉·米歇尔, 盖拉, 卢克·威尔逊", 美国
会计刺客 ,10/14/2016,7.6,"剧情, 动作, 惊悚, 犯罪",加文·欧康诺,"本·阿弗莱克, 安娜·肯德里克, 西蒙斯, 乔·博恩瑟, 杰弗里·塔伯, 辛希亚·阿戴, 罗宾森, 约翰·利思戈, 珍·斯马特, 安迪·昂伯格, 艾莉森·赖特, 杰森·戴维斯, 罗伯特·, 特雷维勒, 玛丽·克拉夫特, 塞思·李, 杰克·普雷斯利", 美国
惊声尖叫3 ,02/04/2000,6.3,"悬疑, 恐怖, 犯罪",韦斯·克雷文,"内芙·坎贝尔, 列维·施瑞博尔, 柯特妮·考克斯, 大卫·阿奎特, 杰米·肯尼迪", 美国
叶问前传,06/24/2010,5.8,动作,邱礼涛,"杜宇航, 樊少皇, 元彪, 陈嘉桓, 黄奕, 洪金宝, 廖碧儿, 叶准, 林雪, 徐娇, 张继聪, 张敬轩, 李力持", 中国香港 / 中国大陆
空中营救 ,09/19/2014,7.6,"动作, 悬疑, 惊悚, 灾难",佐米·希尔拉,"连姆·尼森, 朱丽安·摩尔, 斯科特·麦克纳里, 米歇尔·道克瑞, 内特·派克, 寇瑞·斯托尔, 露皮塔·尼永奥, 奥玛尔·梅特瓦利, 杰森·巴特勒, 哈纳, 莱纳斯·罗彻, 谢伊·惠格姆, 安松·蒙特, 奎恩·麦克科甘, 科里·霍金斯, 弗兰克·迪尔", 英国 / 法国 / 美国
洛奇2 ,06/15/1979,8.3,"剧情, 运动",西尔维斯特·史泰龙,"西尔维斯特·史泰龙, 塔莉娅·夏尔, 波特·杨, 卡尔·韦瑟斯, 布吉斯·梅迪斯", 美国
变形金刚大电影 ,08/08/1986,8.3,"动作, 科幻, 动画, 冒险",尼尔森·申,"彼特·库伦, 伦纳德·尼莫伊, 弗兰克·维尔克, 奥逊·威尔斯, 贾德·尼尔森, 克里斯·拉塔, 诺曼·阿尔登, 杰克·安杰尔, 迈克尔·贝尔, 格雷格·白尔杰, 苏珊·布卢, 科里·伯顿, 罗杰·, 卡梅尔, 维克多·卡洛里, 斯加特曼·克罗索斯, 保罗·伊丁", 美国 / 日本
阿尔法,09/07/2018,6.5,"剧情, 冒险",艾尔伯特·休斯,"柯蒂·斯密特, 麦菲, 恰克, 约翰内斯·豪克尔, 约翰内森, 娜塔莎·迈尔兹, 蕾奥娜·维埃拉, 延斯·赫尔腾, 梅赛德斯·德拉泽尔达, 普里亚·拉贾拉特南, 斯潘塞·博加特, 帕特里克·弗拉纳根, 迈克尔·克鲁斯, 代赫勒, 马辛·科瓦奇克", 美国 / 加拿大 / 中国大陆
局内人 ,03/16/2006,7.7,"剧情, 悬疑, 惊悚, 犯罪",斯派克·李,"丹泽尔·华盛顿, 克莱夫·欧文, 朱迪·福斯特, 克里斯托弗·普卢默, 威廉·达福, 切瓦特·埃加福, 金·迪莱克特, 肯·梁, 萨曼夏·艾弗斯", 美国
捕蝇纸 ,01/28/2011,7.8,"喜剧, 犯罪",罗伯·明可夫,"帕特里克·德姆西, 艾什莉·贾德, 蒂姆·布雷克, 尼尔森, 梅奇·费法, 马特·瑞安, 杰弗里·塔伯, 约翰·文堤米利亚, 普路特·泰勒, 文斯, 柯蒂斯·阿姆斯壮, 罗布·许贝尔", 美国 / 德国
第九道门 ,08/25/1999,7.2,"剧情, 悬疑, 惊悚, 恐怖, 奇幻",罗曼·波兰斯基,"约翰尼·德普, 弗兰克·兰格拉, 莉娜·奥琳, 艾玛纽尔·塞尼耶, 芭芭拉·杰夫德, 杰克·泰勒, 何塞·洛佩斯, 罗德罗, 詹姆斯·拉索, 威利霍尔特, 艾伦·加菲尔德, 雅克·达克米纳, 乔·谢里丹, 丽贝卡·保利, 伊曼纽尔·博, 克里斯托弗·古德曼", 法国 / 西班牙
不准掉头 ,10/03/1997,8.0,"剧情, 惊悚, 犯罪",奥利佛·斯通,"西恩·潘, 尼克·诺特, 詹妮弗·洛佩兹, 比利·鲍伯, 松顿, 丽芙·泰勒, 华金·菲尼克斯, 克莱尔·丹妮丝, 强·沃特", 法国 / 美国
阿基拉 ,07/16/1988,8.5,"动作, 科幻, 动画",大友克洋,"岩田光央, 佐佐木望, 小山茉美, 玄田哲章, 大竹宏, 北村弘一, 池水通洋, 渊崎由里子, 大仓正章, 荒川太郎, 草尾毅, 田中和实, 加藤将之, 秋元羊介, 平野正人, 岸野幸正, 中村龙彦, 神藤一弘, 伊藤福惠, 二又一成, 盐屋浩三, 小林通孝, 梅津秀行, 稻垣悟, 藤井佳代子, 丰岛雅美, 大野由佳, 铃木瑞穗, 石田太郎", 日本
透明人 ,08/04/2000,6.8,"科幻, 惊悚, 恐怖",保罗·范霍文,"伊丽莎白·苏, 凯文·贝肯, 乔什·布洛林, 金·迪肯斯, 格雷戈·格伦伯格, 乔伊·斯洛特尼克, 玛丽·兰德尔, 威廉姆·德瓦内, 罗娜·迈特拉, 巴勃罗·埃斯皮诺萨, 帕特里克·麦克康尔马克, 汤姆·伍德鲁夫, 加里·, 赫克", 美国 / 德国
生于七月四日 ,12/20/1989,7.8,"剧情, 传记, 战争",奥利佛·斯通,"汤姆·克鲁斯, 雷蒙德·, 巴里, 卡罗琳·卡瓦, 乔希·埃文斯, 安妮·博比, 汤姆·贝伦杰, 弗兰克·威利, 杰瑞·乐文, 史蒂芬·鲍德温, 威廉·达福", 美国
龙的传人 ,03/07/1991,7.2,喜剧,李修贤,"周星驰, 梁家仁, 毛舜筠, 元华, 李海生, 龙方, 叶子楣, 元奎, 成奎安", 中国香港
加菲猫2 ,06/16/2006,7.5,"喜剧, 家庭",蒂姆·希尔,"布瑞金·梅耶, 詹妮弗·洛芙, 休伊特, 比利·康诺利, 比尔·默瑞, 伊安·艾伯克龙比, 罗杰·里斯, 露茜·戴维斯, 维罗妮卡·阿利奇诺, 简·卡尔, 奥利弗·缪尔海德, 布兰科, 维尔内·沃特森, 约翰逊, 本·法尔科内, 布莱斯·列侬, 朱迪斯·沙克妮, 梅兰妮·托尔伯特, 罗斯科·李, 布朗尼, 格雷格·埃利斯, 鲍勃·霍斯金斯, 珊农·奥斯博内, 蒂姆·克里, 简·丽芙丝, 简·霍洛克斯, 理查德·, 格兰特, 维尼·琼斯, 瑞斯·伊凡斯, 吉姆·皮多克, 尼尔·迪克森, 罗宾·阿特金, 唐斯, 吉恩·吉尔平, 霍普·利维, 贾斯汀·沉卡罗, 玛丽莲·德, 马尔科, 乔·唐尼", 英国 / 美国
